Index,mol_min,NAME,Source,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCG2_Inhib_binary,ABCB1_Inhib,ABCB1_Inhib_binary,BSEP_Inhib,BSEP_Inhib_binary,OATP1B1_Sum_Binary,OATP1B1_binary,OATP1B3_Sum_Binary,OATP1B3_binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization,DILI
287,O=C(N)C/1=NC=N\C\1=N/NN(C)C,Dacarbazine,Source Mulliner_Liew_Chen,24.62993,0,0,1,2,5,0,0,0,23,2,7,13,2,39.803093,1.7305694,0,0,6,0,0,10,0,6,1,0,0,2.3349576,-2.4739206,-0.2186731,0.17604104,2.3503838,-2.6449239,-0.16470465,0.26031423,2.2256517,-2.194355,0.0067013656,0.3849743,2.6322083,15.19007,3,0.23076923,0,23,4,13,4,3,0.23076923,19,0,9.8449354,7.3518033,4.0773501,4.4391575,6.1090608,3.5216582,0.5,0.66666669,0,0,0.81571329,7,0,-0.84302187,-0.36659557,-0.03139342,2.066968,-1.3705168,-0.39007878,0.030825308,1.9442457,-0.51274449,-0.10646963,0.11688253,2.3607211,11.076923,5.0242214,3.3240998,7.4192719,3.2390385,2.073792,1.8485621,7,3,1,0,-1.837,-1.0573,4.4653172,0,1,6,1,1,3,0,3.993,-3.993,1.6070615,-1.6070615,0.16900563,0.2268125,72.069695,0,25.502314,32.556591,11.190562,12.949531,0,0,0,7.6138182,9.4210396,11.365152,13.566921,6.6511192,0.72534782,0.23963147,0.15566908,0.27465218,0.76036853,0.1189831,147.16345,48.61805,31.583193,55.723286,154.26869,24.140093,0.42857143,0.75,3.993,-3.993,0.1655397,0.20035061,0.14716439,0.23963147,0.23963147,0.8528356,0.76036853,0.61320412,29.857702,48.61805,48.61805,173.02904,154.26869,124.41099,4,1,1,0.1655397,0.20035061,1,-1.6657,50.662895,13.345243,40.647747,0,0,116.02844,0,0,0,0,4.9379101,23.862217,53.235859,17.765707,0,32.897186,0,10.343451,82.579903,95.440002,0.6193822,4.7004399,2.7016766,7.0802193,202.88673,223.34686,34.353111,0,0,30.901993,67.79892,55.630161,65.255104,182.187,262,14,60,0.083717637,0,0.0017298503,0,0,0,0,0,0,0,0,0.08544749,1,positive
288,OCCN(C)C,Deanol,Source Mulliner,16.276724,1,1,0,0,2,0,0,0,17,1,3,6,4,23.433121,1.3784188,0,0,4,0,0,11,0,1,1,0,0,2.6272149,-2.5923159,-0.065621607,0.052939687,2.4883044,-2.7004781,-0.013327354,0.123,2.3802664,-2.3171194,0.1057,0.129785,2.7486126,14.005277,2,0.40000001,0,16,0,5,6,2,0.40000001,16,0,4.9915638,4.308641,3.4142137,3.4142137,2.7700555,2.0268826,0.5,0.5,0,0,0.64575016,4,0,-0.85885513,-0.25764444,-0.10706031,2.0188911,-0.9600386,-0.23022157,-0.037,1.952682,-0.51918268,-0.076502353,-0.054299999,2.2399199,6,3.2,5.3333335,6,3.2,5.3333335,3.2,2,1,1,0,-0.52700001,0.71411002,2.5604756,0,1,0,1,0,2,0,1.49,-1.49,0.72587109,-0.72587109,0.28855076,0.54244816,47.315414,23.482065,0,0,10.324173,0,0,46.477379,0,0,0,0,0,7.7675405,0.86635023,0.40072611,0.057381526,0.13364978,0.59927392,0.076268263,117.27486,54.244919,7.7675405,18.091713,81.121651,10.324173,0.5,1,1.49,-1.49,0.26845637,0.54362416,0.31509891,0.057381526,0.057381526,0.68490106,0.94261849,0.62751955,42.653858,7.7675405,7.7675405,92.712708,127.59903,84.945168,2,0,0,0.26845637,0.54362416,1,-0.45969999,25.385227,3.1243138,0,39.365837,0,65.794373,0,0,0,0,2.5639801,0,28.509541,0,0,0,0,39.365837,65.794373,23.469999,0.85240519,3.321928,1.9086127,4.7417293,135.36656,138.0379,0,0,0,0,110.15691,0,13.566921,89.138,32,3,20,0.54909593,1,0.0013606894,0,0,0,0,0,0,0,1,0.55045664,0,negative
289,O1[C@H](CO)[C@@H](O)C[C@@H]1N1C=NC(=NC1=O)N,Decitabine,Source Mulliner_Liew,29.689516,0,0,1,2,6,0,0,0,28,3,9,16,4,51.586388,1.842371,0,0,8,0,0,12,0,4,4,0,0,1.9390887,-2.5141184,-0.64163119,0.77054083,2.7546141,-2.6659803,-0.70861828,0.58031982,2.6357286,-2.3137138,-0.4828586,0.85910398,2.961282,19.952484,2,0.11764706,0,29,3,17,4,2,0.11764706,26,0,11.706742,8.3535299,4.7236147,5.0080719,7.6133924,4.7657323,1.5580782,1.5580782,3,0,0.87135535,9,0,-0.82152557,-0.43681189,0.16819723,2.4773188,-1.3703874,-0.48924801,0.054200001,2.3823564,-0.52682251,-0.21912231,0.24972466,2.6972954,12.456747,5.1041665,2.6514049,9.6699753,3.8895316,1.9924401,2.3507297,8,4,1,0,-1.239,-0.63846999,5.1696649,0,1,11,1,2,3,0,5.0819998,-5.0819998,2.3577437,-2.3577437,0.15040672,0.16641659,17.232086,41.183151,39.803181,17.238026,36.329918,0,17.440542,0,0,0,5.6825762,19.249496,0,24.689957,0.55352801,0.22674102,0.20077527,0.44647196,0.77325898,0.24569671,121.13902,49.622028,43.939453,97.709915,169.22691,53.770462,0.44444445,0.80000001,5.0819998,-5.0819998,0.16548602,0.16725698,0.19568019,0.22674102,0.22674102,0.8043198,0.77325898,0.57757878,42.824402,49.622028,49.622028,176.02454,169.22691,126.4025,5,0,2,0.16548602,0.16725698,1,-1.7668,83.667641,9.853363,46.762539,20.926258,0,33.57106,0,0,18.868406,23.862217,5.3720002,34.862103,87.465828,0,18.977119,32.897186,18.868406,27.655308,16.78553,120.74,0.56510133,5.0874629,2.8651621,7.6967945,218.84894,261.90002,27.435829,0,0,17.742489,54.784008,70.862167,72.312157,228.20799,434,23,82,0.010671669,0,0.015146083,0,0,0,0,0,0,0,0,0.025817752,1,positive
290,O=C/1C=CC=C\C\1=C/1\N\C(\NN\1c1ccc(cc1)C(O)=O)=C\1/C=CC=CC/1=O,Deferasirox,Source Liew,53.469894,0,0,3,4,4,0,6,0,43,4,8,28,16,69.732475,1.6216854,0,0,21,0,0,15,0,3,4,0,0,1.4808099,-2.3232627,-0.60940385,0.63201851,2.4260073,-2.4509184,-0.53861356,0.68416917,2.4152985,-1.977614,-0.41841856,0.77277207,2.7622232,21.252106,2,0.064516127,6,46,9,31,1,2,0.064516127,31,0,19.672998,14.547376,11.428204,13.681434,13.541714,8.4828672,6.2260675,8.9326534,0,0,0.77795869,12,0,-0.81827152,-0.47323492,0.082250796,2.5878615,-1.1716897,-0.35252735,0.16445385,2.6279581,-0.4510377,-0.22803271,0.19871898,2.8953903,21.240376,9.4276857,4.6944447,13.640625,5.945353,2.9222438,2.896369,7,3,1,0,3.747,-4.9153199,10.161427,0,1,25,1,4,3,0,5.4299998,-5.4320002,2.3053973,-2.3053973,0.12632833,0.1420534,8.9080906,77.982834,17.238026,16.917038,10.324173,14.708499,0,98.03923,49.019615,0,0,4.0122457,40.700764,7.7675405,0.77572578,0.57734078,0.1518455,0.22427422,0.42265925,0.072428718,268.10483,199.5394,52.480549,77.513222,146.07866,25.032671,0.5,1,5.4299998,-5.4320002,0.11675875,0.11966126,0.67690265,0.57734078,0.1518455,0.32309738,0.42265925,0.17125186,233.94977,199.5394,52.480549,111.66828,146.07866,59.187737,6,0,4,0.11675875,0.11966126,1,2.1124001,38.900772,19.120686,47.724434,25.385227,27.047791,11.02699,0,211.71822,0,2.7567475,10.27777,71.586647,0,64.285995,14.212565,2.7567475,211.71822,19.120686,0,98.739998,0.39893496,5.9541965,3.3800168,9.3514795,345.61807,479.93292,27.133842,0,0,15.103616,203.0271,54.006664,69.3713,373.36798,1976,46,150,0.14468233,0,0.080330066,0,0.2,0,0,0,0,0,0,0.42501241,1,positive
291,O(CC)C(=O)[C@@H](N[C@H](C(=O)N(CC(O)=O)C1Cc2c(C1)cccc2)C)CCc1ccccc1,Delapril,Source Mulliner_Liew,73.307373,0,0,2,3,5,0,12,0,65,3,8,33,23,95.632835,1.4712744,0,0,26,0,0,32,0,2,5,0,0,1.6104635,-2.6558514,-0.52367014,0.58209115,2.6861346,-2.8366117,-0.47233596,0.63614577,2.626179,-2.3966124,-0.39578745,0.72089404,2.9500017,42.412624,12,0.34285715,12,67,3,35,7,13,0.37142858,52,0,23.794317,19.198265,16.170843,17.802753,15.884249,11.442962,8.7388,10.775188,2,0,0.71962988,15,0,-0.83043671,-0.38718474,0.066168845,2.8921509,-1.1550095,-0.32657063,0.11834682,2.8669217,-0.52315444,-0.20992354,0.1734421,3.1369729,27.585306,13.921231,8.2734842,21.385361,10.701062,6.3204722,6.9347301,7,2,1,0,3.642,-4.5268698,12.791277,0,1,16,0,3,11,2,6.132,-6.132,2.8822784,-2.8822784,0.096914619,0.11446971,62.861366,89.489388,21.811338,0,23.273705,29.416998,0,78.926224,110.29414,0,0,0,40.837654,10.271297,0.77781761,0.51442319,0.10939834,0.22218242,0.48557681,0.11278407,363.38245,240.32932,51.108952,103.79965,226.8528,52.690701,0.46666667,0.875,6.132,-6.132,0.10746901,0.14677104,0.67892569,0.35966426,0.10939834,0.32107431,0.64033574,0.21167594,317.18195,168.0287,51.108952,150.00017,299.15341,98.891212,8,0,3,0.10746901,0.14677104,1,2.6095099,18.01075,23.874025,94.53244,64.75106,9.5567245,56.605217,0,158.78867,18.868406,66.652031,12.47685,82.58654,3.1243138,43.395977,21.50263,0,234.26228,60.115547,66.652031,95.940002,0.3442024,6.129283,3.6968863,9.8231344,467.1821,628.86633,27.133842,0,0,0,333.40958,44.870285,59.95026,452.55099,3353,48,164,0.062385917,0,0.855744,1,0.8,1,1,0,2,1,3,4.7181301,1,positive
292,Clc1c2c(C(O)=C3[C@H](C[C@@H]4[C@@](O)(C(=O)\C(=C(\O)/N)\C(=O)[C@H]4N(C)C)C3=O)[C@@H]2O)c(O)cc1,Demeclocycline,Source Liew,61.758652,0,0,3,4,9,0,6,0,53,9,18,32,18,93.102455,1.7566501,0,0,21,1,0,21,0,2,8,0,0,1.793342,-2.7676146,-0.59763348,0.6181671,2.8484485,-2.883296,-0.58060169,0.64988273,2.7972963,-2.5365615,-0.40975264,0.81764519,3.0743029,27.571346,1,0.028571429,6,56,5,35,4,1,0.028571429,45,0,23.858925,17.790478,12.171208,13.281574,14.849872,10.071794,6.2985473,7.6656852,5,0,0.86647433,11,0,-0.84903777,-0.45399493,0.067154638,3.067162,-1.3397619,-0.37598574,0.077735476,3.0500009,-0.52285057,-0.24630754,0.25982675,3.3088408,25.103674,8.5872574,3.4482758,20.777397,7.0616903,2.8228033,4.5851111,10,7,1,1,0.014,-2.7986,11.007153,0,1,22,0,4,2,3,7.1110001,-7.1110001,3.488173,-3.488173,0.062611833,0.11080565,53.799225,42.029472,32.396095,8.458519,68.537903,0,0,79.688499,29.581947,0,0,0,47.351883,38.8377,0.61383897,0.48781925,0.2151076,0.38616103,0.51218075,0.17105344,245.95377,195.46002,86.189583,154.72748,205.22122,68.537903,0.45454547,0.83333331,7.1110001,-7.1110001,0.069610462,0.12656447,0.41361794,0.36113098,0.2151076,0.58638209,0.63886899,0.37127447,165.72894,144.69841,86.189583,234.9523,255.98283,148.76271,6,0,4,0.069610462,0.12656447,0.4375,0.20379999,109.05286,20.187147,75.568619,50.770454,15.192742,76.980125,3.5006065,40.529797,25.337055,44.392071,11.06214,71.586647,79.279991,59.592045,36.751553,38.140617,54.154774,17.062834,104.94302,181.62,0.3597711,6.129283,3.2246816,9.7660599,400.68124,536.49365,0,0,0,17.742489,194.65245,38.325089,126.27785,464.858,2388,75,184,0.31177482,0,0.34926072,0,0.1,0,0,0,0,0,0,0.76103556,1,positive
293,O(C)c1c(OC)cc(cc1OC)C(O[C@@H]1C[C@H]2[C@H](C[C@H]3N(CCc4c5c([nH]c34)cccc5)C2)[C@H](C(OC)=O)[C@H]1OC)=O,Deserpidine,Source Mulliner_Liew,90.274132,0,0,3,4,7,0,15,0,80,1,8,42,30,120.333,1.5041625,0,0,32,0,0,38,0,2,8,0,0,1.1854308,-2.8980975,-0.56204683,0.52542943,2.8961751,-2.9231892,-0.45706281,0.61442,2.8919868,-2.6560757,-0.35652441,0.67258215,3.1297324,57.593864,7,0.14893617,16,85,2,47,4,9,0.19148937,67,0,29.542877,24.676937,20.463737,22.015779,20.413279,14.369699,9.037529,10.898979,6,0,0.75008941,18,0,-0.85674506,-0.41640151,-0.0065767202,3.2449856,-0.93144929,-0.30481762,0.10585184,3.2747152,-0.5276618,-0.20039441,0.13015102,3.4818497,31.961069,13.778618,5.9976931,26.320814,11.290717,4.8977404,7.0757356,10,1,1,1,3.68822,-5.3713999,15.602212,0,1,31,0,6,8,3,6.02,-6.0240002,3.5694056,-3.5694056,0.082452744,0.10545296,222.4306,117.53362,25.375559,8.6190128,0,29.416998,0,65.077194,36.764713,0,0,0,27.133842,15.159428,0.86902499,0.26325533,0.077246435,0.13097504,0.7367447,0.053728603,475.80069,144.13518,42.29327,71.710266,403.37579,29.416998,0.5,1,6.02,-6.0240002,0.10946844,0.13446215,0.54115862,0.23980057,0.089232787,0.45884141,0.76019943,0.36960861,296.29025,131.29344,48.85593,251.2207,416.21753,202.36476,9,0,6,0.10946844,0.13446215,0.61904764,4.2579699,32.999664,18.615242,86.584709,36.879158,46.222504,195.78775,0,110.57621,41.718781,15.730285,15.42462,80.724098,36.123978,30.017918,41.777451,4.7171016,162.46432,52.370083,176.91934,108.55,0.3002032,6.5545888,3.9001725,10.506742,547.51099,771.45734,37.148865,0,0,5.6825762,436.81009,34.424511,42.831444,578.66199,5996,82,232,0.34877703,0,0.83831185,1,0.7,1,4,1,4,1,4,9.8870888,0,negative
294,O1CC(=CC1=O)[C@H]1CC[C@]2(O)[C@H]3[C@H](C[C@@H](O)[C@]12C)[C@@]1([C@@H](C[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@@H]4O[C@H](C)[C@@H](O[C@@H]5O[C@H](C)[C@@H](O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)[C@@H](O)C5)[C@@H](O)C4)[C@@H](O)C2)CC1)CC3)C,Deslanoside,Source Liew,147.30067,0,0,3,5,18,0,0,0,140,9,27,66,42,196.82378,1.4058841,0,0,47,0,0,74,0,0,19,0,0,0.73440379,-2.9918089,-0.53549594,0.61574477,3.0046449,-2.9609232,-0.56978464,0.52075559,3.0420964,-2.7460811,-0.4287664,0.70409846,3.2458844,99.099319,10,0.13513513,0,148,2,74,4,10,0.13513513,146,0,47.197212,38.6562,30.548794,30.833252,31.247133,24.45789,17.642504,17.981003,26,0,0.7826913,33,0,-0.8040241,-0.39269263,0.089830741,3.6058066,-0.95329028,-0.37775299,-0.0069154799,3.6416595,-0.54082054,-0.23823623,0.15109442,3.8169668,50.922207,19.785969,9.2526798,49.623901,19.273735,9.0106535,14.491485,19,9,0,3,1.408,-5.3779802,22.763264,0,1,49,0,9,18,5,12.012,-12.012,7.4490657,-7.4490657,0.038517404,0.052673206,213.23967,171.51128,34.334503,44.619633,92.917557,14.708499,0,128.06207,37.495354,0,0,0,13.566921,92.441666,0.74654722,0.32218167,0.12576693,0.25345281,0.6778183,0.12768586,629.26251,271.56601,106.00859,213.63464,571.33112,107.62605,0.4848485,0.94117647,12.012,-12.012,0.058774557,0.056610055,0.56822807,0.14292613,0.12838711,0.43177193,0.85707384,0.30338481,478.95782,120.47203,108.21712,363.93933,722.42511,255.7222,17,1,9,0.058774557,0.056610055,0.63636363,0.042300001,228.46704,7.7454643,253.99695,41.852516,17.643185,3.185575,0,17.643185,207.55246,166.63008,22.52442,122.86121,228.46704,17.643185,134.32132,0,225.19565,49.59798,166.63008,282.20999,0.21395577,7.2094536,4.8032556,11.739039,842.89716,1204.9323,33.59697,0,0,0,518.78162,76.046249,155.69926,943.08997,25932,136,380,0.031550929,0,0.75726825,1,0.2,0,3,1,3,1,3,6.9888191,0,negative
295,Clc1cc2c(N(C)C(=O)CN=C2c2ccccc2)cc1,Diazepam,Source Mulliner_Liew,42.010307,0,0,1,1,2,0,12,0,33,0,2,20,15,52.359291,1.5866451,0,0,16,1,0,13,0,2,1,0,0,1.8048301,-2.3992569,-0.59961963,0.62027055,2.4249942,-2.5308385,-0.46274725,0.78449517,2.4318204,-2.0784142,-0.42152348,0.86350912,2.7446651,18.88969,1,0.045454547,12,35,2,22,2,1,0.045454547,21,0,14.112519,11.762478,9.3259087,10.828063,9.6647034,6.7076035,4.5022707,6.357738,0,0,0.76512945,8,0,-0.82644606,-0.40744007,0.065225966,2.5099084,-1.0001423,-0.28705946,0.15371285,2.5974557,-0.46826077,-0.19320787,0.22595792,2.8295438,14.917356,6.405827,3.1224489,10.983979,4.6342187,2.2298164,2.5451083,3,0,1,0,3.109,-4.5316901,8.0551805,0,1,18,1,3,1,0,3.1199999,-3.1199999,1.3391987,-1.3391987,0.18592724,0.23376244,44.971672,56.052963,13.192325,0,12.949531,0,0,36.764713,90.856468,0,0,0,19.249496,0,0.88250124,0.53595167,0.070244111,0.11749876,0.46404833,0.047254652,241.83813,146.87068,19.249496,32.199028,127.16649,12.949531,0.5,1,3.1199999,-3.1199999,0.1823718,0.22307692,0.72511178,0.53595167,0.070244111,0.27488825,0.46404833,0.20464413,198.70758,146.87068,19.249496,75.32959,127.16649,56.080097,4,0,3,0.1823718,0.22307692,1,3.1538,3.1243138,8.0155315,23.862217,18.439579,6.37115,49.682716,3.5006065,141.14548,0,41.905392,8.1809998,23.862217,16.78553,3.1243138,9.8717566,2.7567475,141.14548,26.455109,72.04583,32.669998,0.49991596,5.4594316,2.8391504,8.39081,274.03717,372.15402,19.249496,0,0,0,225.88525,19.649082,19.249496,284.746,726,36,106,0.20951049,0,0.23759335,0,0,0,0,0,0,0,0,0.44710386,1,positive
296,O=C1C(N2CC2)=C(NC(OCC)=O)C(=O)C(N2CC2)=C1NC(OCC)=O,Diaziquone,Source Mulliner_Liew_Chen,50.707859,0,0,2,4,6,0,0,0,46,2,8,26,12,80.135513,1.7420764,0,0,16,0,0,20,0,4,6,0,0,1.7953899,-2.3966641,-0.4615522,0.29429826,2.6819596,-2.5501454,-0.41422254,0.28504023,2.5628741,-2.1557736,-0.21854548,0.56143773,2.9572313,34.80814,6,0.21428572,0,48,6,28,3,10,0.35714287,42,0,18.84457,14.586557,10.24264,10.861443,12.472764,8.4284334,3.9142137,4.4142137,0,0,0.81751555,13,0,-0.77609378,-0.44619888,-0.10363771,2.5945828,-1.1344488,-0.44437379,-0.037,2.5007889,-0.5137136,-0.22026695,0.12610136,2.8503344,20.727041,9,4.2244897,15.374918,6.5901599,3.0647755,3.8970451,10,2,1,0,-0.38600001,-2.92258,8.9190369,0,1,12,1,3,6,1,5.2160001,-5.2179999,2.8504536,-2.8504536,0.12810953,0.10458535,112.4847,60.363232,13.399102,17.238026,16.917038,0,38.399021,37.495354,0,0,0,27.133842,32.415134,0,0.67720526,0.27271482,0.16734506,0.32279474,0.72728515,0.15544967,240.98042,97.044334,59.548977,114.86504,258.80112,55.316059,0.46153846,0.85714287,5.2160001,-5.2179999,0.14953987,0.10923725,0.54473031,0.3156378,0.16734506,0.45526969,0.68436217,0.28792465,193.83981,112.31828,59.548977,162.00565,243.52718,102.45667,7,1,3,0.14953987,0.10923725,0.46153846,-0.3152,36.0215,32.257122,69.724205,115.61083,0,11.02699,0,0,0,114.37646,8.7527399,117.44864,6.2486277,36.0215,11.02699,0,0,141.61932,66.652031,116.82,0.41210872,5.8073549,3.2712274,9.1477566,355.84546,445.68936,54.267685,0,0,11.365152,210.93008,60.323574,65.632835,364.358,1577,43,136,0.046967208,0,0.019530173,0,0,0,0,0,0,0,0,0.066497386,1,positive
297,Clc1cc2S(=O)(=O)N=C(Nc2cc1)C,Diazoxide,Source Mulliner_Liew,27.631552,1,1,0,0,3,0,6,0,21,1,4,14,8,44.587181,2.1231992,0,0,8,1,0,7,0,2,2,0,1,2.1473501,-2.4238176,-0.51006705,0.54506898,2.4339211,-2.430244,-0.36659098,0.6998716,2.4657495,-2.047981,-0.23816904,0.78491998,2.7775149,16.528448,0,0,6,22,1,15,2,0,0,15,0,10.344935,8.8543997,4.7320509,5.4307213,6.4880004,5.6886826,2.2380338,3.0436769,0,0,0.94469631,7,0,-0.92269218,-0.38609177,0.023708753,2.2715755,-0.99371308,-0.37626904,0.17761518,2.3593173,-0.46703544,-0.13895623,0.2549226,2.587677,10.515555,3.5387523,2.0204082,9.8340893,3.2912242,1.8711764,2.3118708,4,1,1,0,2.029,-2.8248401,5.4594865,0,1,11,1,2,0,0,3.1240001,-3.1240001,0.98666197,-0.98666197,0.31467205,0.45241842,32.605732,36.270359,0,10.105608,0,0,4.1846013,43.257484,29.581947,40.091728,0,0,0,0.13689101,0.97797787,0.57618886,0.00069758936,0.022022098,0.42381114,0.02132451,191.91286,113.06805,0.13689101,4.3214922,83.166306,4.1846013,0.42857143,0.75,3.1240001,-3.1240001,0.47919333,0.20806658,0.64255083,0.56442654,0.20500295,0.35744914,0.43557346,0.15244621,126.09055,110.75988,40.228622,70.143806,85.474472,29.915184,4,0,2,0.47919333,0.20806658,1,1.8726,0,68.510361,6.6407428,0,0,16.730511,3.5006065,52.929554,0,75.231407,5.5369501,48.171688,15.179776,1.5507339,3.5006065,20.767498,52.929554,2.3279202,79.115402,58.529999,0.61744827,4.9068904,2.4305341,7.3445406,196.23436,244.179,40.091728,0,0,5.6825762,121.81978,21.296171,45.774307,230.675,268,22,76,0.17221011,0,0.054019552,0,0,0,0,0,0,0,0,0.22622967,1,positive
298,BrC[C@H](Br)CCl,Dibromochloropropane,Source Liew,16.893965,1,1,0,0,0,0,0,0,11,0,0,6,6,19.68922,1.789929,0,2,3,1,0,5,0,0,0,0,0,2.7541847,-2.4320991,-0.061084956,0.042474072,2.4683385,-2.5046492,0.123,0.55965757,2.4673324,-2.1581397,0.1057,0.58081079,2.7741578,8.4660349,2,0.40000001,0,10,0,5,4,2,0.40000001,10,0,4.9915638,7.0533791,1.9915638,1.9915638,2.8080604,4.1409039,0.81649661,0.81649661,1,0,1.4668684,4,0,-0.72517598,-0.22030716,-0.11752593,1.7864527,-0.88122451,-0.037,0.35506397,1.9248315,-0.47759366,-0.054299999,0.39768386,2.1312211,6,3.2,3,15.774897,10.150753,11.338466,26.687847,0,0,1,0,2.4849999,-2.5428801,3.5472834,1,1,0,1,0,2,0,0.75,-0.75,0.30088505,-0.30088505,0.14642422,0.41297033,41.084431,0,0,0,0,0,0,0,87.249695,29.581947,0,0,0,0,1,0.73983377,0,0,0.26016623,0,157.91608,116.83164,0,0,41.084431,0,0.5,1,0.75,-0.75,0.38666666,0.38666666,0.13505231,0.73983377,0.73983377,0.86494768,0.26016623,0.12511393,21.326929,116.83164,116.83164,136.58914,41.084431,19.757502,2,1,0,0.38666666,0.38666666,1,2.3836,0,0,4.2803254,37.921371,0,0,0,0,0,131.05682,3.7228999,0,0,0,4.2803254,0,0,37.921371,131.05682,0,0.85240519,3.321928,1.8256052,4.7600174,157.91608,161.11465,0,0,0,0,153.05571,0,0,236.334,31,4,20,0.34539187,0,0.0027941603,0,0.2,0,0,0,0,0,0,0.548186,1,positive
