Index,mol,P (DILI=Negative),P (DILI=Positive),Prediction (DILI),True_Class_vDILIConcern,Binary_characterization,LTKBID,PubChem_CID,LabelCompoundName,ApprovalYear,DILIConcern,SeverityClass,LabelSection,AdjudicatedDILI,vDILIConcern,SMILES,URL (accessed on 1/21/2016),VER_DISP (1=LTKB-BD  2=others),apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Transporter_binary_score,Transporter_Sum_float,Binary_Characterization
56,P(O)(O)(=O)C(P(O)(O)=O)(O)C,0.69,0.31,Negative,Negative,0,LT01355,3305,etidronic acid,1977,No-DILI-Concern,0,No match,,vNo-DILI-Concern,P(O)(O)(=O)C(P(O)(O)=O)(O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=60a2009d-cb3e-429b-95cd-dea7ed5c90fb,1,19.061172,1,0,0,1,1,6,0,0,15,1,2,11,2,26.951874,1.7967917,0,0,2,0,0,4,0,0,7,2,0,4.7484088,-2.6844246,-0.69429183,0.036826309,2.5610809,-2.6565399,-1.189,0.123,2.7162144,-2.2663922,-5.2180955e-017,0.12052122,2.9329357,25.080828,2,0.2,0,14,0,10,4,2,0.2,14,0,9.5,7.0799851,1.5,1.5,4.5,5.351583,0.5,0.5,0,0,1.264137,4,-4,-1.0298938,-0.85429186,-0.12317369,1.9432015,-1.349,-1.1644863,-0.037,2.1078637,-0.49903095,-0.16,-0.054299999,2.3323646,11,2.5,1.9753087,14.862359,3.4829545,2.8266792,4.7059021,7,1,1,0,-3.2520001,1.22583,3.4690692,0,1,0,1,0,2,1,0,0,0.60794079,-4.6079407,0.36315271,0.15067291,12.796158,18.747677,0,0,10.324173,0,0,0,27.333998,0,0,0,0,102.14236,0.3436228,0.75564992,0.59612328,0.6563772,0.24435008,0.060253937,58.877834,129.47635,102.14236,112.46653,41.868008,10.324173,0.5,1,0,0,0,0,1,0,0,0,1,0,171.34436,0,0,0,171.34436,0,2,1,0,0,0,1,-5.6606002,159.98782,0,0,0,0,0,0,0,0,60.888332,2.4463799,134.60258,25.385227,0,0,0,0,0,60.888332,122.65,0.64681429,4.321928,1.9292524,6.664022,171.34436,159.78885,94.374817,94.374817,0,0,29.408449,27.333998,107.94174,201.995,136,18,56,0.29176503,0.001122773,0,0,0,0,0.3549363836647,0
57,N([C@@H](Cc1ccccc1)C)(CC#C)C,0.68000001,0.31999999,Negative,Negative,0,LT01749,26757,selegiline,1989,No-DILI-Concern,0,No match,,vNo-DILI-Concern,N([C@@H](Cc1ccccc1)C)(CC#C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59c9bf80-b46e-e302-4eb7-4f751ecd1fee,2,35.982273,1,0,0,1,0,0,6,1,32,0,0,14,13,36.835632,1.1511135,0,0,13,0,0,18,0,1,0,0,0,2.2126582,-2.7022254,-0.4802182,0.63953328,2.6819499,-3.4839182,-0.49701491,0.62055629,2.5032001,-2.5022886,-0.40007246,0.68648636,2.8781569,20.997726,4,0.2857143,6,32,0,14,5,5,0.35714287,25,1,10.388906,8.9556656,8.4556656,9.8115549,6.736382,5.0342927,3.8920641,5.4174504,1,1,0.60767823,9,1,-0.8712216,-0.32426089,0.072436966,2.5490084,-2.259681,-0.24974465,0.13613726,2.4881499,-0.6294843,-0.20405538,0.14312498,2.7517288,12.071428,6.4775085,4.3878117,9.0482664,4.7367992,3.1482496,3.0614157,1,1,1,0,2.8110001,-2.5392699,6.1580381,0,1,7,1,1,5,0,0,0,1.8412764,-0.84127647,0.18964063,0.38871306,30.028244,64.773125,25.988483,0,0,0,8.6190128,36.764713,61.274521,25.854858,0,0,0,0,0.9659735,0.48911428,0,0.0340265,0.51088572,0.0340265,244.68394,123.89409,0,8.6190128,129.40886,8.6190128,0.44444445,0.80000001,0,0,0,0,1,0,0,0,1,0,253.30295,0,0,0,253.30295,0,5,0,1,0,0,0,0.76547801,3.1243138,0,3.9819686,35.47015,34.673759,51.765594,0,88.215919,0,33.326015,6.0194702,3.1243138,0,0,24.198118,0,107.08433,49.927761,66.223206,4.4400001,0.59167278,4.8073549,2.9175849,7.2855659,253.30295,309.85803,0,0,0,0,232.58342,0,0,188.29399,337,16,62,0.33003163,0.074115664,0.1,0,0,0,0.27423707209542,0
58,Oc1cc(ccc1)[C@@H]([C@H](CN(C)C)C)CC,0.68000001,0.31999999,Negative,Negative,0,LT00664,6433091,tapentadol,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Oc1cc(ccc1)C(C(CN(C)C)C)CC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=07c33315-90c9-4a73-bf1d-bca70c7e0ff5,2,42.545033,1,0,0,1,1,0,6,1,40,1,2,16,14,49.535053,1.2383764,0,0,14,0,0,24,0,1,1,0,0,2.5201724,-2.7518961,-0.47986007,0.5842033,2.7217233,-3.4747853,-0.43877637,0.53742021,2.7540197,-2.5324392,-0.40279731,0.66766542,2.9460733,27.556969,5,0.3125,6,40,0,16,8,5,0.3125,34,0,12.129392,10.825529,9.878315,10.552042,7.5409126,6.1214895,4.5443292,5.4006133,2,2,0.62702745,8,1,-0.88823843,-0.32366538,0.052293699,2.7389643,-2.2596447,-0.24039896,0.12988777,2.7747247,-0.63100314,-0.19854504,0.13349305,2.9503434,14.0625,6.6666665,4.4236112,12.021921,5.6353893,3.7077601,4.2342629,2,2,1,0,3.3840001,-2.3654399,6.9090562,0,1,6,1,1,5,0,0,0,2.0988417,-1.0988417,0.16579351,0.32745734,42.653858,119.31285,0,0,10.324173,0,8.6190128,35.419662,62.005161,0,0,0,0,7.7675405,0.90663922,0.36767399,0.027149525,0.093360767,0.63232601,0.066211239,259.39154,105.19237,7.7675405,26.710726,180.9099,18.943186,0.5,1,0,0,0,0,1,0,0,0,1,0,286.10226,0,0,0,286.10226,0,4,0,1,0,0,0,1.6664,28.509541,0,0,18.439579,7.5963712,65.794373,4.4107962,70.572739,18.868406,71.895454,6.7980499,3.1243138,25.385227,4.4107962,12.839799,0,89.441139,18.439579,132.44641,24.67,0.54356444,5,2.8484273,7.7130194,286.10226,354.61285,0,0,0,0,241.04195,0,13.566921,222.35199,448,21,74,0.29012093,0.040322866,0,0,0,0,0.0825325325132,0
59,N(Cc1ccccc1)(C(Cc1ccccc1)C)C,0.46000001,0.54000002,Positive,Negative,0,LT00832,2341,benzphetamine,1960,No-DILI-Concern,0,No match,,vNo-DILI-Concern,N(Cc1ccccc1)(C(Cc1ccccc1)C)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3fd6b3a8-b17b-4b98-ad03-a8af7b6f3368,1,45.689445,1,0,0,1,0,0,12,1,40,0,0,18,17,45.282761,1.132069,0,0,17,0,0,22,0,1,0,0,0,1.6826938,-2.7163141,-0.52042061,0.66872734,2.6874344,-3.4502697,-0.53807992,0.67993969,2.5238302,-2.5110145,-0.41019216,0.71996361,2.8889678,25.370554,5,0.2631579,12,41,0,19,5,5,0.2631579,29,0,12.794683,11.265066,10.765066,12.217332,8.7540197,6.656301,5.5140724,7.4350882,1,1,0.61986661,11,1,-0.87873274,-0.34006837,0.079287015,2.6809151,-2.2515342,-0.26386139,0.13909496,2.662576,-0.63041866,-0.21605732,0.15797506,2.8927999,14.409972,7.5555553,4.8979592,10.856484,5.589323,3.5745189,3.3711331,1,1,1,0,4.2930002,-3.38852,7.8648744,0,1,12,1,2,5,0,0,0,1.9789606,-0.97896069,0.17619196,0.34045926,32.236782,94.630829,13.192325,0,0,0,8.6190128,20.956217,122.54904,0,0,0,0,0,0.97050142,0.49114653,0,0.029498558,0.5088535,0.029498558,283.56519,143.50525,0,8.6190128,148.67894,8.6190128,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,292.1842,0,0,0,292.1842,0,6,0,2,0,0,0,2.59887,3.1243138,0,3.9819686,0,6.37115,51.765594,0,176.43184,0,51.765594,7.6845698,3.1243138,0,0,10.353119,0,213.73982,0,66.223206,4.4400001,0.52150291,5.2479277,3.2255883,8.0140867,292.1842,387.77698,0,0,0,0,268.61749,0,0,240.37,683,22,86,0.23089541,0.08862903,0,0,0,0,0.295616939664,0
60,N1=NN=NN=CC=C1,0.31,0.69,Positive,Negative,0,LT01650,441278,pentazocine,1967,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Oc1cc2c(C[C@H]3N(CC[C@]2(C)[C@H]3C)CC=C(C)C)cc1,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1d225639-c326-4d9e-bc8d-e380e7958b8f,2,12.780379,0,0,1,1,5,0,0,0,11,0,5,8,2,16.934332,1.5394847,0,0,3,0,0,3,0,5,0,0,0,2.0645161,-1.9912201,-0.65251321,0.67526084,2.0051022,-1.9540901,-0.52498448,0.79898387,2.0839064,-1.6834477,-0.45846996,0.87981015,2.3231585,4.5996208,0,0,0,11,4,8,1,0,0,7,0,5.6568542,3.9681187,1.7320508,2.1213202,4,1.9830644,0.66666669,1,0,0,0.88548303,4,0,-0.71431476,-0.41847545,0.07244999,1.6494658,-0.76568329,-0.28050217,0.16031617,1.7644804,-0.40129554,-0.19616023,0.22365463,1.9482139,6.125,3.9375,2.8125,3.504384,2.0391841,1.331134,0.89326048,5,0,1,0,-3.329,-0.44194999,2.6366923,0,1,8,1,1,0,0,0,0,0.34095562,-0.34095562,0.24896164,0.39982295,0,46.287991,0,0,0,0,0,51.733414,0,18.842079,0,0,0,0,1,0.60391402,0,0,0.39608601,0,116.86348,70.575493,0,0,46.287991,0,0,0,0,0,0,0,1,0,0,0,1,0,116.86348,0,0,0,116.86348,0,4,0,1,0,0,0.375,1.3189,0,0,17.214357,0,0,82.947472,0,34.85754,0,0,2.7344,0,82.947472,0,0,0,34.85754,0,17.214357,61.799999,0.8112781,4,1.9502121,5.6556392,116.86348,123.20055,58.320587,0,0,0,36.108002,20.299505,58.320587,109.092,64,8,32,0.18051577,0.0078457193,0,0,1,0,0.09701573848719999,0
61,S(O)(=O)(=O)c1ccccc1C=C,0.17,0.82999998,Positive,Negative,0,LT00801,169893,Sodium polystyrene sulfonate,1958,No-DILI-Concern,0,No match,,vNo-DILI-Concern,[Ca+2].S(=O)(=O)([O-])c1ccccc1C=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2017bfbe-cda8-46f1-b4f1-9c086c3249a9,2,24.053551,1,1,0,0,0,3,6,0,19,0,0,12,8,32.304253,1.7002237,0,0,8,0,0,7,0,0,3,0,1,2.6220191,-2.347173,-0.52189964,0.59547627,2.2741141,-2.2474828,-0.42790908,0.68847096,2.3767226,-1.9207021,-0.40072489,0.72433466,2.6591206,15.086449,2,0.16666667,6,19,1,12,2,2,0.16666667,12,0,9.1902342,7.0433478,4.5938582,5.6902347,5.5538602,4.6366463,2.5242736,3.7651849,0,0,0.85454184,5,-1,-0.91859931,-0.54946893,0.063436806,2.1111984,-0.79665726,-0.45854861,0.14063153,2.2288952,-0.40284616,-0.18421468,0.16021346,2.4294844,10.083333,3.8062284,2.4930749,8.7073393,3.2390385,2.0972269,2.3502841,3,0,1,0,1.585,-2.28971,4.6476774,0,1,7,1,1,2,0,0,0,0.8170529,-1.817053,0.3303968,0.25346515,12.254904,32.066242,0,0,0,4.1846013,0,12.254904,59.065979,11.512783,0,0,0,48.024784,0.7089197,0.72956842,0.26775011,0.2910803,0.27043161,0.023330193,127.15482,130.85846,48.024784,52.209385,48.505749,4.1846013,0.40000001,0.66666669,0,0,0,0,1,0,0,0,1,0,179.3642,0,0,0,179.3642,0,3,0,1,0,0,0,1.2337,0,72.25753,8.0966997,0,3.185575,1.5507339,0,70.572739,17.643185,32.100792,4.4496198,72.25753,0,1.5507339,3.185575,0,70.572739,17.643185,40.197495,51.209999,0.65002245,4.5849624,2.264684,6.891675,179.3642,214.39207,48.024784,48.024784,0,0,114.84406,11.512783,48.024784,183.207,185,16,58,0.1517646,0.015721491,0,0,0,0,0.0731543339789,0
62,O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO,0.81999999,0.18000001,Negative,Negative,0,LT00886,11333,lactulose,1976,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O1[C@](O)(CO)[C@@H](O)[C@H](O[C@@H]2O[C@H](CO)[C@H](O)[C@H](O)[C@H]2O)[C@H]1CO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3a5249b6-ede1-473d-a618-49b075af78b3,1,44.611446,0,0,3,5,11,0,0,0,45,8,19,23,10,67.952599,1.5100577,0,0,12,0,0,22,0,0,11,0,0,2.1281884,-2.7198708,-0.73094106,0.76239896,2.8414106,-2.9163244,-0.87051237,0.56780046,2.6297264,-2.5228655,-0.60068762,0.8566255,3.017622,29.798553,5,0.20833333,0,46,0,24,5,5,0.20833333,46,0,17.361443,12.042576,7.2401223,7.2401223,10.784242,7.0464463,3.4587252,3.4587252,9,9,0.90216821,10,0,-0.79224396,-0.45007586,0.19638833,2.8371322,-0.96481091,-0.5961985,-0.0041097212,2.6826046,-0.53150219,-0.28698662,0.24468052,3.0143485,19.326389,7.4861112,3.52,19.326389,7.4861112,3.52,6.2904129,11,8,0,2,-4.3660002,1.3674901,6.9097209,0,1,11,0,2,8,3,0,0,4.0928707,-4.0928707,0.053868003,0.095865764,0,89.617989,49.285793,11.154908,83.701927,0,0,0,0,0,0,0,0,69.651588,0.49457037,0.22956094,0.22956094,0.50542963,0.77043909,0.27586868,150.0587,69.651588,69.651588,153.35352,233.76062,83.701927,0.5,1,0,0,0,0,1,0,0,0,1,0,303.4122,0,0,0,303.4122,0,5,1,2,0,0,1,-5.3955998,203.08182,0,86.806709,62.778774,0,0,0,0,0,0,6.86414,32.999664,203.08182,0,53.807049,0,0,62.778774,0,189.53,0.43892586,5.5849624,3.1251063,8.7810802,303.4122,379.41592,7.5112681,0,0,0,125.38506,15.817043,116.04664,342.297,1132,42,120,0.030973082,0.021891963,0,0,0,0,0.38967201765639,0
63,O[C@H]1C[C@H](O)C\C(=C\C=C/2\[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC\2)C)\C1=C,0.70999998,0.28999999,Negative,Negative,0,LT00899,134070,calcitriol,1978,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O[C@H]1C[C@H](O)CC(=CC=C2[C@@H]3CC[C@H]([C@@H](CCCC(O)(C)C)C)[C@]3(CCC2)C)C1=C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=167a669f-7b7e-46ea-9331-567bf19d8787,2,79.264893,0,0,2,3,3,0,0,0,74,3,6,30,27,86.147705,1.1641582,0,0,27,0,0,44,0,0,3,0,0,1.5604447,-2.8432302,-0.43226346,0.51695698,2.8979089,-2.7432623,-0.39903066,0.46579477,3.0054893,-2.585252,-0.32691637,0.62992656,3.1595385,48.101109,6,0.1875,0,76,3,32,8,6,0.1875,73,0,22.104084,19.661266,18.319626,19.104084,14.009674,12.183329,11.443324,12.354974,6,6,0.65135831,15,0,-0.80938274,-0.32133833,0.003613305,3.2290392,-0.87889057,-0.28832152,-0.0090639303,3.3386133,-0.5412395,-0.18573529,0.12476907,3.4612339,24.638672,9.8680553,5.8800001,22.724497,9.0750866,5.3964286,6.8742256,3,3,1,1,5.3969998,-7.9012499,12.254183,0,1,19,1,3,9,1,0,0,2.1593516,-2.1593516,0.097358868,0.18124294,157.98982,35.402172,0,0,30.972517,0,0,102.82162,103.91759,0,0,0,0,23.30262,0.88055813,0.50624698,0.05128146,0.11944185,0.49375302,0.0681604,400.13123,230.04184,23.30262,54.275139,224.36452,30.972517,0.46666667,0.875,0,0,0,0,1,0,0,0,1,0,454.40637,0,0,0,454.40637,0,8,0,3,0,0,0,5.7047,76.155678,0,12.937299,0,13.232388,9.5567245,0,35.286369,188.68405,165.40485,12.40384,0,76.155678,13.232388,22.494022,0,223.97043,0,165.40485,60.689999,0.37005648,6,3.71997,9.5034618,454.40637,639.65717,0,0,0,0,366.91245,0,40.700764,416.646,2677,49,160,0.23068261,0.37240395,0.89999998,3,1,0,0.1618057675664,0
64,O(CC(O)CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)c1ccccc1OC,0.63,0.37,Negative,Negative,0,LT01192,56959,ranolazine,2006,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O(CC(O)CN1CCN(CC1)CC(=O)Nc1c(cccc1C)C)c1ccccc1OC,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=beb482de-f251-476b-9d38-40577c36f5a3,2,72.085754,0,0,2,3,4,0,12,2,66,2,6,31,23,96.611122,1.4638048,0,0,24,0,0,35,0,3,4,0,0,1.3074281,-2.8153224,-0.49535409,0.61514419,2.8427913,-3.6481578,-0.5379293,0.52755672,2.4756129,-2.6444843,-0.40379614,0.68862945,3.0008905,46.352245,9,0.27272728,12,68,1,33,5,10,0.30303031,55,0,22.216969,18.740509,15.568549,16.940947,14.956729,10.930232,6.7414174,8.5124388,1,1,0.69962972,18,2,-0.87812382,-0.33805969,0.072884828,2.9422092,-2.2817078,-0.3559078,0.14294693,2.7662847,-0.64152449,-0.21628857,0.1453791,3.1073761,25.619835,13.032024,8.0658436,20.811604,10.5087,6.4691744,7.0549326,7,4,1,0,1.76974,-3.49631,12.238128,0,1,18,1,3,11,1,0,0,4.783443,-2.783443,0.072978094,0.13790762,57.289524,113.05517,96.314362,21.811338,10.324173,12.949531,17.238026,66.422241,61.274521,0,0,0,13.566921,12.911943,0.86134839,0.31909996,0.054803766,0.13865159,0.68090004,0.083847828,416.16714,154.17563,26.478865,66.990593,328.98212,40.51173,0.5,1,0,0,0,0,1,0,0,0,1,0,483.15775,0,0,0,483.15775,0,9,0,3,0,0,1,-0.52616,53.633629,23.269535,30.330866,131.56372,6.37115,35.383869,0,123.50229,0,79.89563,12.01689,30.110844,47.385002,0,23.326654,20.767498,123.50229,136.82251,102.0359,76.669998,0.36097246,6.044394,4.0079403,9.5636654,483.15775,613.98334,18.574432,0,0,5.6825762,385.48248,12.949531,37.823929,429.561,3410,45,154,0.090248249,0.87410957,0.2,2,1,0,0.226470485853007,0
65,Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(O)=O)C,0.51999998,0.47999999,Negative,Negative,0,LT01215,5488548,alvimopan,2008,No-DILI-Concern,0,No match,,vNo-DILI-Concern,Oc1cc(ccc1)[C@@]1(CCN(C[C@@H]1C)C[C@H](Cc1ccccc1)C(=O)NCC(O)=O)C,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=77a67dc6-35d3-48ff-9d18-292d4d442f70,2,70.745377,0,0,1,2,2,2,12,1,63,2,4,31,23,90.472229,1.4360671,0,0,25,0,0,32,0,2,4,0,0,1.5830945,-2.8612535,-0.56186438,0.65896845,2.8503573,-3.5091448,-0.50361413,0.61876339,2.7721872,-2.6455209,-0.45654947,0.73984033,3.0660517,39.836624,8,0.24242425,12,65,2,33,5,9,0.27272728,51,0,22.43251,18.265451,15.593493,17.148054,14.774713,10.922349,8.4221563,10.332318,3,3,0.70684856,14,0,-0.88310134,-0.3959108,0.074210532,3.0972099,-2.2600083,-0.36707756,0.14126919,3.0561428,-0.63056439,-0.21283183,0.16426842,3.304477,25.619835,11.92344,7.2391505,20.156639,9.3012114,5.6119161,6.0477796,6,3,1,0,3.4489999,-4.0900998,12.157954,0,1,18,1,3,10,0,0,0,3.1012912,-3.1012912,0.11235014,0.17669725,59.885944,148.44788,0,8.6190128,23.273705,0,8.6190128,37.628201,123.27969,0,0,0,13.566921,35.038273,0.82437789,0.45709422,0.10604184,0.17562211,0.54290581,0.069580272,377.86072,209.51308,48.605194,80.49791,248.84555,31.892717,0.5,1,0,0,0,0,1,0,0,0,1,0,458.35864,0,0,0,458.35864,0,7,0,3,0,0,1,0.29956999,89.203636,6.7227917,47.724434,73.758316,15.192742,18.868406,0,158.78867,18.868406,71.895454,11.64562,93.532089,25.385227,26.832342,11.614578,0,196.52547,80.481102,66.652031,93.900002,0.36097246,6.044394,3.6723928,9.6267767,458.35864,600.61096,40.700764,27.133842,0,5.6825762,331.20105,27.65803,59.95026,424.54099,2864,48,158,0.077065408,0.55588341,0.30000001,3,1,0,0.4238953478629,0
66,FC(F)(CCCC)[C@@]1(O[C@H]2[C@H](CC1)[C@H](CCCCCCC(O)=O)C(=O)C2)O,0.66000003,0.34,Negative,Negative,0,LT01240,656719,lubiprostone,2006,No-DILI-Concern,0,No match,,vNo-DILI-Concern,FC(F)(CCCC)[C@@]1(O[C@H]2[C@H](CC1)[C@H](CCCCCCC(O)=O)C(=O)C2)O,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=d474ac6a-444d-4aa6-9986-24be6fcf811d,2,60.994583,0,0,1,2,3,2,0,0,58,1,4,27,19,86.134613,1.4850795,0,0,20,0,2,31,0,0,5,0,0,1.8255757,-2.7712607,-0.54982072,0.38097072,2.8858914,-2.7970581,-0.44650772,0.42019999,2.8804173,-2.5597289,-0.29070124,0.52195519,3.1004863,41.085419,11,0.39285713,0,59,2,28,8,11,0.39285713,57,0,20.07914,16.053469,13.217332,13.372033,12.699307,10.205177,8.5514069,8.7054548,4,4,0.76870513,17,-1,-0.85158914,-0.43667781,-0.024147969,3.0035539,-1.4897389,-0.3074142,0.10184177,3.0402811,-0.53595978,-0.20580219,0.1079116,3.2034893,23.280613,10.15625,5.9903998,21.428076,9.3170633,5.4819012,7.3943233,5,1,1,0,5.2719202,-4.6840701,9.805769,0,1,10,1,2,12,1,0,0,1.9742665,-2.9742665,0.15259033,0.18485926,164.50864,9.1703148,8.458519,0,11.432717,0,2.2331963,43.506565,53.552929,0,23.817272,0,13.566921,37.40514,0.82418716,0.46742228,0.13864206,0.17581283,0.53257775,0.037170764,303.01422,171.84883,50.972057,64.63797,195.80338,13.665914,0.47058824,0.8888889,0,0,0,0,1,0,0,0,1,0,367.65222,0,0,0,367.65222,0,9,1,2,0,0,0.11111111,2.9751999,68.068573,8.9756918,65.19297,0,8.8215923,0,0,0,226.42087,63.246243,9.2841797,101.40766,55.305454,10.645665,6.4686494,0,226.42087,7.151619,33.326015,86.660004,0.39086518,5.8073549,3.7723777,9.1712303,367.65222,506.64288,43.204517,27.133842,0,0,258.03644,24.275562,56.771439,389.45898,2140,42,136,0.53577536,0.1476212,0.30000001,1,0,0,0.6355107650160001,0
67,O=C1NC(=O)N=C2N(c3cc(C)c(cc3N=C12)C)CC(O)C(O)C(O)CO,0.54000002,0.46000001,Negative,Negative,0,LT01479,6759,riboflavin,,No-DILI-Concern,0,No match,,vNo-DILI-Concern,O=C1NC(=O)N=C2N(c3cc(C)c(cc3N=C12)C)C[C@@H](O)[C@@H](O)[C@@H](O)CO,http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=39082010-47e1-4bb1-a580-0f054bfaf3a0,2,52.467861,0,0,3,5,8,0,6,0,47,5,13,27,13,81.63047,1.7368186,0,0,17,0,0,20,0,4,6,0,0,1.8318633,-2.6422694,-0.62805891,0.63818932,2.6822796,-2.8361907,-0.65420026,0.53626537,2.5363755,-2.419152,-0.43298697,0.80107641,2.9013417,29.060141,5,0.1724138,6,49,4,29,7,5,0.1724138,39,0,19.877951,14.747956,10.300965,11.17928,12.722453,8.2948055,4.6378636,5.6041903,3,3,0.81937075,11,0,-0.82960212,-0.45778766,0.11300486,2.7400076,-1.1704826,-0.46408653,0.026157906,2.7364149,-0.52599502,-0.23169312,0.22149152,3.0150979,21.702734,8.7885342,4.4518433,16.455555,6.5876555,3.3085999,4.0149455,10,5,1,0,-1.212,-3.0825901,9.2935705,0,1,16,1,3,5,1,0,0,3.2978964,-3.2978964,0.10628451,0.1189777,25.592316,79.93119,14.714787,26.509127,41.296692,12.949531,17.440542,66.422241,0,0,5.6825762,19.249496,13.703812,31.070162,0.61724591,0.38393316,0.18057035,0.38275409,0.61606687,0.20218372,218.85225,136.12828,64.023468,135.71024,218.43419,71.686768,0.45454547,0.83333331,0,0,0,0,1,0,0,0,1,0,354.56247,0,0,0,354.56247,0,6,0,3,0,0,1,-1.08076,122.67597,15.173408,43.268166,39.365837,6.37115,33.57106,0,35.286369,0,96.02774,9.6436901,47.724434,135.11197,21.135065,25.777098,5.513495,35.286369,54.539246,66.652031,155.05,0.40063059,5.8579812,3.218976,9.2616816,354.56247,459.33908,38.498993,0,0,5.6825762,175.98361,48.280186,98.449257,376.36899,1698,49,144,0.080096439,0.2988666,0,0,0,2,1.3143351078034,0
