SMILES,Drug_Name,IsDILI
s1c2cc(OC(F)(F)F)ccc2nc1N,Riluzole,1.0
s1cc(C)c(NC(=O)C(NCCC)C)c1C(OC)=O,Articaine,0.0
s1cc(nc1C)\C=C(/C)\[C@H]1NC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@H](CCC[C@]2(O[C@H]2C1)C)C,Ixabepilone,1.0
s1cc(nc1CN(C)C)CSCCN\C(\NC)=C\[N+](=O)[O-],Nizatidine,1.0
s1cc(nc1N)/C(=C\CC(O)=O)/C(=O)N[C@H]1[C@H]2SCC=C(N2C1=O)C(O)=O,Ceftibuten,0.0
s1cc(nc1N)/C(=N/O)/C(=O)NC1C2SCC(C=C)=C(N2C1=O)C(O)=O,Cefdinir,1.0
s1cc(nc1N)/C(=N/OC(C(O)=O)(C)C)/C(=O)NC1C(N(S(O)(=O)=O)C1=O)C,Aztreonam,0.0
s1cc(nc1N)/C(=N/OC(C(O)=O)(C)C)/C(=O)NC1C2SCC(C[n+]3ccccc3)=C(N2C1=O)C(=O)[O-],Ceftazidime,0.0
s1cc(nc1N)/C(=N/OC)/C(=O)NC1C2SCC(CSC3=NC(=O)C(=O)NN3C)=C(N2C1=O)C(O)=O,Ceftriaxone,1.0
s1cc(nc1N)/C(=N/OC)/C(=O)NC1C2SCC=C(N2C1=O)C(O)=O,Ceftizoxime,1.0
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(COC)=C(N2C1=O)C(O)=O,Cefpodoxime,0.0
s1cc(nc1N)/C(=N/OC)/C(=O)N[C@H]1[C@H]2SCC(C[N+]3(CCCC3)C)=C(N2C1=O)C(=O)[O-],Cefepime,0.0
s1cc(nc1N)/C(=N/OCC(O)=O)/C(=O)NC1C2SCC(C=C)=C(N2C1=O)C(O)=O,Cefixime,1.0
s1cc(nc1N)CC(=O)NC1C2SCC(CSc3nnnn3CCN(C)C)=C(N2C1=O)C(O)=O,Cefotiam HCl,1.0
s1cc(nc1\N=C(\N)/N)CSCC/C(=N/S(=O)(=O)N)/N,Famotidine,1.0
s1ccc(C)c1\C(=C\CCN1CC(CCC1)C(O)=O)\c1sccc1C,Tiagabine,0.0
s1cccc1C(=O)c1cc2[nH]c(nc2cc1)NC(OC)=O,Nocodazole,0.0
s1cccc1C(=O)c1ccc(cc1)[C@@H](C(O)=O)C,Suprofen,0.0
s1cccc1C(Oc1c2c(ccc1)cccc2)CCNC,Duloxetine,1.0
s1cccc1C1OC2C(OC(OC3C4C(C(c5c3cc3OCOc3c5)c3cc(OC)c(O)c(OC)c3)C(OC4)=O)C(O)C2O)CO1,Teniposide,0.0
s1cccc1CC(=O)NC1C2SCC(COC(=O)C)=C(N2C1=O)C(O)=O,Cephalothin,1.0
s1cccc1CC(=O)NC1C2SCC(C[n+]3ccccc3)=C(N2C1=O)C(=O)[O-],Cephaloridine,1.0
s1cccc1CC(=O)N[C@@]1(OC)C2SCC(COC(=O)N)=C(N2C1=O)C(O)=O,Cefoxitin,0.0
s1cccc1CCN1CCC(N(C(=O)CC)c2ccccc2)(CC1)COC,Sufentanil,0.0
s1cccc1CN(CCN(C)C)c1ncccc1,Methapyrilene,1.0
s1cccc1C\C(=C/c1n(Cc2ccc(cc2)C(O)=O)c(nc1)CCCC)\C(O)=O,Eprosartan,0.0
s1cccc1\C=C\C1=NCCCN1C,Pyrantel,0.0
s1ccnc1NC(=O)C=1N(S(=O)(=O)c2c(cccc2)C=1O)C,Sudoxicam,1.0
s1cncc1COC(=O)NC(Cc1ccccc1)C(O)CC(NC(=O)C(NC(=O)N(Cc1nc(sc1)C(C)C)C)C(C)C)Cc1ccccc1,Ritonavir,1.0
