Index,mol_min,Drug_Name,Zhu_2_class,Source_Zhu,Fourches_2_class,Source_Fourches,LiuR_3_class,LiuR_2_class,Source_LiuR,Source_LiuZ_PLOS_SIDER,LiuZ_SIDER_Combined_Scores,LiuZ_SIDER_2_class,LiuZ_Pfizer_2_class,Source_LiuZ_Pfizer,LiuZ_OBrien_3_class,LiuZ_OBrien_2_class,Source_LiuZ_OBrien,Ekins_2_class,Source_Ekins,Rodgers_Activity,Rodgers_2_class,Source_Rodgers,DILI_3class_Chen,DILI_2class_Chen,Source_Chen,Sum_Score_DILI,Sources_total,DILI_Characterization,DILI_Total_2_class,apol,ast_fraglike,ast_fraglike_ext,ast_violation,ast_violation_ext,a_acc,a_acid,a_aro,a_base,a_count,a_don,a_donacc,a_heavy,a_hyd,a_IC,a_ICM,a_nB,a_nBr,a_nC,a_nCl,a_nF,a_nH,a_nI,a_nN,a_nO,a_nP,a_nS,balabanJ,BCUT_PEOE_0,BCUT_PEOE_1,BCUT_PEOE_2,BCUT_PEOE_3,BCUT_SLOGP_0,BCUT_SLOGP_1,BCUT_SLOGP_2,BCUT_SLOGP_3,BCUT_SMR_0,BCUT_SMR_1,BCUT_SMR_2,BCUT_SMR_3,bpol,b_1rotN,b_1rotR,b_ar,b_count,b_double,b_heavy,b_max1len,b_rotN,b_rotR,b_single,b_triple,chi0,chi0v,chi0v_C,chi0_C,chi1,chi1v,chi1v_C,chi1_C,chiral,chiral_u,density,diameter,FCharge,GCUT_PEOE_0,GCUT_PEOE_1,GCUT_PEOE_2,GCUT_PEOE_3,GCUT_SLOGP_0,GCUT_SLOGP_1,GCUT_SLOGP_2,GCUT_SLOGP_3,GCUT_SMR_0,GCUT_SMR_1,GCUT_SMR_2,GCUT_SMR_3,Kier1,Kier2,Kier3,KierA1,KierA2,KierA3,KierFlex,lip_acc,lip_don,lip_druglike,lip_violation,logP(o/w),logS,mr,mutagenic,nmol,opr_brigid,opr_leadlike,opr_nring,opr_nrot,opr_violation,PC+,PC-,PEOE_PC+,PEOE_PC-,PEOE_RPC+,PEOE_RPC-,PEOE_VSA+0,PEOE_VSA+1,PEOE_VSA+2,PEOE_VSA+3,PEOE_VSA+4,PEOE_VSA+5,PEOE_VSA+6,PEOE_VSA-0,PEOE_VSA-1,PEOE_VSA-2,PEOE_VSA-3,PEOE_VSA-4,PEOE_VSA-5,PEOE_VSA-6,PEOE_VSA_FHYD,PEOE_VSA_FNEG,PEOE_VSA_FPNEG,PEOE_VSA_FPOL,PEOE_VSA_FPOS,PEOE_VSA_FPPOS,PEOE_VSA_HYD,PEOE_VSA_NEG,PEOE_VSA_PNEG,PEOE_VSA_POL,PEOE_VSA_POS,PEOE_VSA_PPOS,petitjean,petitjeanSC,Q_PC+,Q_PC-,Q_RPC+,Q_RPC-,Q_VSA_FHYD,Q_VSA_FNEG,Q_VSA_FPNEG,Q_VSA_FPOL,Q_VSA_FPOS,Q_VSA_FPPOS,Q_VSA_HYD,Q_VSA_NEG,Q_VSA_PNEG,Q_VSA_POL,Q_VSA_POS,Q_VSA_PPOS,radius,reactive,rings,RPC+,RPC-,rsynth,SlogP,SlogP_VSA0,SlogP_VSA1,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,SMR,SMR_VSA0,SMR_VSA1,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,TPSA,VAdjEq,VAdjMa,VDistEq,VDistMa,vdw_area,vdw_vol,vsa_acc,vsa_acid,vsa_base,vsa_don,vsa_hyd,vsa_other,vsa_pol,Weight,weinerPath,weinerPol,zagreb,ABCG2_Inhib,ABCB1_Inhib,BSEP_Inhib,OATP1B1_Sum_Binary,OATP1B3_Sum_Binary,Binary_Characterization
103,Clc1c2Oc3cc4C(NC(=O)C(NC(=O)C(NC(=O)C(NC)CC(C)C)C(O)c(c1)cc2)CC(=O)N)C(=O)NC1c2cc(-c5c(cc(O)cc5O)C(NC(=O)C(NC1=O)C(O)c1cc(Cl)c(Oc(c4)c3OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)[C@@](N)(C3)C)cc1)C(O)=O)c(O)cc2,Vancomycin,1,Zhu LD,1,Fourches,-1,0,LiuR_2015,LiuZ_PLOS_SIDER,0,0,1,LiuZ_Pfizer,,,,1,Ekins,,,,-1,0,Chen,4/7,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Chen,Positive,1,199.67747,0,0,3,5,24,0,30,0,176,20,44,101,58,306.20013,1.7397734,0,0,66,2,0,75,0,9,24,0,0,1.1192105,-2.7926123,-0.64445978,0.6800639,2.8210177,-2.9527528,-0.60094392,0.61458409,2.7005188,-2.5703039,-0.46081805,0.80537421,3.0253007,105.29053,13,0.11818182,30,185,8,110,7,14,0.12727273,147,0,73.539268,55.836384,38.726284,42.346878,47.656162,32.377159,19.840012,23.988735,18,17,0.83646166,24,0,-0.83518398,-0.45172697,0.092941821,3.4881532,-1.3705757,-0.40078714,0.12098321,3.5033097,-0.53268588,-0.25046563,0.21799253,3.736131,83.471077,36,19.487055,68.105606,29.310869,15.843143,19.764698,33,21,0,3,0.70073998,-12.25592,35.217102,0,1,69,0,7,39,5,23.35,-23.353001,11.828589,-11.828589,0.024245212,0.033171002,106.95689,207.51582,116.45497,91.261925,193.88844,14.708499,0,203.0271,133.42397,0,0,0,108.53537,106.95841,0.6693846,0.4302887,0.16799603,0.33061537,0.56971127,0.16261935,858.64069,551.94482,215.49377,424.09073,730.78656,208.59694,0.45833334,0.84615386,23.35,-23.353001,0.028222699,0.042392839,0.5044533,0.34692699,0.16409224,0.4955467,0.65307301,0.33145446,647.07806,445.01413,210.48627,635.65332,837.71729,425.16705,13,1,10,0.028222699,0.042392839,0.81188118,0.5837,453.33633,44.55695,295.69016,46.311485,20.338671,32.897186,7.0012131,235.73254,81.488419,253.54877,34.984669,223.8974,261.46671,155.87128,161.55249,72.165527,285.96661,65.483208,244.49854,530.48999,0.15014797,7.7813597,4.3313766,13.114013,1282.7314,1732.6208,104.98347,0,0,51.837948,694.63251,139.77972,329.4826,1449.271,52810,201,550,0.41949257,0.97821063,0.5,2,3,1
104,Clc1c2Oc3cc4[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC)CC(C)C)[C@H](O)c(c1)cc2)CC(=O)N)C(=O)N[C@@H]1c2cc(-c5c(cc(O)c(CNCP(O)(O)=O)c5O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)c1cc(Cl)c(Oc(c4)c3O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O[C@@H]3O[C@@H](C)[C@@H](O)[C@@](NCCNCCCCCCCCCC)(C3)C)cc1)C(O)=O)c(O)cc2,Telavancin,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,253.22406,0,0,3,5,29,0,30,0,227,25,54,121,72,389.27698,1.7148765,0,0,80,2,0,106,0,11,27,1,0,1.0693203,-2.8131173,-0.61845994,0.66046876,2.8272457,-2.9632185,-0.60719508,0.61458409,2.814446,-2.5816302,-0.45373115,0.769638,3.0394046,150.25793,30,0.23076923,30,236,8,130,17,31,0.23846154,198,0,88.223213,69.518387,48.841324,52.409508,57.328793,42.285969,25.323322,29.45426,18,0,0.81210506,39,0,-0.84992617,-0.43705595,0.098434418,3.5625856,-1.3705753,-0.38558683,0.085559472,3.5768993,-0.53343034,-0.24316221,0.20871104,3.8074746,103.10059,47.572018,27.167013,88.355171,40.714195,23.229664,29.729832,38,24,0,3,3.01074,-15.01044,43.836792,0,1,69,0,7,56,5,27.296,-27.299,13.777572,-13.777572,0.021810589,0.028478615,263.90781,203.25044,168.96594,91.261925,193.88844,14.708499,13.666999,212.66583,213.08083,0,0,15.729136,108.67226,120.44059,0.71170551,0.41388261,0.15111476,0.28829452,0.58611739,0.13717975,1153.1328,670.58862,244.84198,467.10593,949.65009,222.26395,0.48717949,0.94999999,27.296,-27.299,0.045501173,0.032968242,0.52141744,0.28657258,0.14802416,0.47858256,0.71342742,0.33055842,844.82068,464.31595,239.83447,775.41803,1155.9227,535.58356,20,1,10,0.045501173,0.032968242,0.70247936,2.3659,539.5191,44.55695,295.69016,117.24063,23.524246,32.897186,7.0012131,218.08936,232.43567,320.11383,43.2411,246.33116,304.08063,209.90353,164.73807,39.268337,437.71024,136.41235,292.62402,598.09003,0.12866221,8.0223675,4.7960825,13.598362,1620.2388,2161.8606,104.98347,0,0,51.837948,939.927,153.44673,375.97525,1755.658,94336,227,638,0.077086605,0.99088323,0.5,4,4,0
105,Clc1c2c(C(=O)C=3C(C2=C)C(O)C2C(O)(C(=O)C(C(=O)N)=C(O)C2N(C)C)C=3O)c(O)cc1,Meclocycline ,,,,,,,,,,,,,,,,,,I ,0,Rodgers,,,,0/1,Rodgers,Negative,0,63.518654,0,0,3,4,9,0,6,0,54,8,17,33,20,94.417763,1.7484771,0,0,22,1,0,21,0,2,8,0,0,1.8485872,-2.7553022,-0.60415846,0.63134068,2.8291483,-2.8831627,-0.6321044,0.62909526,2.7228363,-2.5250912,-0.4187727,0.8593992,3.0502632,27.571346,2,0.055555556,6,57,6,36,4,2,0.055555556,45,0,24.729168,18.290478,12.671208,14.151818,15.277391,10.192184,6.4189377,8.0932055,5,5,0.85919064,11,0,-0.85133839,-0.46576649,0.11484338,3.0787125,-1.3705215,-0.39397392,0.078728758,3.0489771,-0.52085197,-0.23897456,0.28080475,3.3252335,26.074074,8.8342428,3.4778409,21.159096,7.1195822,2.7887425,4.5649672,10,7,1,1,-0.121,-3.6159899,11.401156,0,1,22,0,4,2,3,7.4549999,-7.4559999,3.6601613,-3.6601613,0.069731109,0.10666174,43.059914,61.227303,2.2085397,25.696545,60.079384,12.949531,0,73.195724,51.883217,0,0,0,40.700764,45.488819,0.61771327,0.50725985,0.20694287,0.38228673,0.49274015,0.17534384,257.27124,211.26852,86.189583,159.21849,205.22122,73.028915,0.45454547,0.83333331,7.4549999,-7.4559999,0.082629107,0.10863734,0.37154615,0.44158766,0.26048866,0.62845385,0.55841237,0.36796519,154.74516,183.91672,108.49085,261.74457,232.57301,153.25372,6,0,4,0.082629107,0.10863734,0.5151515,0.2155,109.05286,19.75832,58.175049,50.770454,39.054958,82.652382,3.5006065,38.471943,0,76.492867,11.54039,71.586647,79.279991,59.592045,42.423809,36.082764,35.286369,16.634007,137.04381,181.62,0.3512581,6.1699252,3.2065995,9.8620739,416.48975,555.02118,13.566921,0,0,17.742489,218.91946,29.86657,126.27785,476.86899,2534,79,190,0.15685731,0.4706091,0.1,0,0,0
106,Clc1c2c(C(=O)C=3C(CC4[C@@](O)(C(=O)C(C(=O)N)=C(O)C4N(C)C)C=3O)C2O)c(O)cc1,Demeclocycline,,,,,0,1,LiuR_2015,LiuZ_PLOS_SIDER,2,0,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,3/5,Zhu  LiuR  LiuZ_SIDER  LiuZ_Pfizer  Ekins,Positive,1,61.758652,0,0,3,4,9,0,6,0,53,8,17,32,19,93.102455,1.7566501,0,0,21,1,0,21,0,2,8,0,0,1.7933072,-2.7721529,-0.63277966,0.6367861,2.826153,-2.849225,-0.5887717,0.63050741,2.8009417,-2.5382502,-0.42406043,0.83364993,3.0536385,27.571346,2,0.057142857,6,56,5,35,4,2,0.057142857,45,0,23.858925,17.790478,12.171208,13.281574,14.849872,10.071794,6.2985473,7.6656852,5,4,0.86647433,11,0,-0.8514722,-0.4590691,0.096486807,3.0738611,-1.3705195,-0.36081582,0.088900372,3.0665007,-0.52283382,-0.24186456,0.26865306,3.3130152,25.103674,8.5872574,3.4482758,20.777397,7.0616903,2.8228033,4.5851111,10,7,1,1,-0.259,-2.9984901,11.007153,0,1,21,0,4,2,3,7.1329999,-7.1329999,3.5629041,-3.5629041,0.071634568,0.10848139,51.590687,52.696529,2.2085397,25.696545,60.079384,12.949531,0,79.688499,29.581947,0,0,0,40.700764,45.488819,0.6026305,0.48781925,0.2151076,0.39736947,0.51218075,0.18226187,241.46275,195.46002,86.189583,159.21849,205.22122,73.028915,0.45454547,0.83333331,7.1329999,-7.1329999,0.086359173,0.11355671,0.40240949,0.40335169,0.2151076,0.59759051,0.59664834,0.38248292,161.23793,161.61546,86.189583,239.44331,239.0658,153.25372,6,0,4,0.086359173,0.11355671,0.25,0.36039999,109.05286,19.75832,51.706402,50.770454,39.054958,82.652382,3.5006065,35.286369,25.337055,44.392071,11.00509,71.586647,79.279991,59.592045,42.423809,32.897186,54.154774,16.634007,104.94302,181.62,0.3597711,6.129283,3.2246816,9.7660599,400.68124,536.49365,13.566921,0,0,17.742489,203.11096,29.86657,126.27785,464.858,2388,75,184,0.090795554,0.36180812,0.1,0,0,1
107,Clc1c2c(cc(O)c1O)C(CNCC2)c1ccc(O)cc1,Fenoldopam,,,,,,,,LiuZ_PLOS_SIDER,0,0,,,,,,,,,,,,,,0/2,Zhu  LiuZ_SIDER,Negative,0,44.514687,0,0,3,3,4,0,12,0,37,4,8,21,17,59.994888,1.6214834,0,0,16,1,0,16,0,1,3,0,0,1.766874,-2.5649371,-0.64298338,0.70295405,2.5869062,-2.7083733,-0.63201326,0.80591482,2.623982,-2.2833622,-0.49986199,0.85431087,2.8710115,18.571312,1,0.043478262,12,39,0,23,2,1,0.043478262,27,0,14.982763,12.060956,9.0854216,10.275657,10.075387,7.1827431,5.2378693,6.7659864,1,1,0.79320753,10,0,-0.84757537,-0.40934324,0.12590022,2.6835265,-1.1527297,-0.34165427,0.16489726,2.7988718,-0.51180375,-0.24260469,0.23183091,2.9646082,15.879017,6.6299357,3.2,13.428945,5.5570655,2.6638141,3.5535965,4,4,1,0,3.0250001,-2.6616199,8.1529331,0,1,18,1,3,3,0,3.8540001,-3.855,1.7731049,-1.7731049,0.12264774,0.20293912,43.050026,34.305195,25.536053,0,30.972517,0,0,65.283966,54.091755,0,0,0,0,23.439512,0.80333883,0.51617658,0.084717341,0.1966612,0.48382342,0.11194386,222.267,142.81523,23.439512,54.412029,133.8638,30.972517,0.5,1,3.8540001,-3.855,0.1167618,0.23346303,0.67682517,0.4370465,0.084717341,0.3231748,0.56295353,0.23845747,187.26334,120.9216,23.439512,89.415695,155.75743,65.976181,5,0,3,0.1167618,0.23346303,0,2.73437,94.166428,0,0,36.879158,9.5567245,18.868406,7.9114027,88.215919,0,54.878929,8.1305103,0,76.155678,18.01075,33.19841,0,107.08433,36.879158,39.148643,72.720001,0.48250595,5.523562,3.0046449,8.5167131,276.67902,385.47415,0,0,0,0,203.76138,0,46.383339,305.76099,851,39,112,0.31537104,0.13652237,0.0,0,0,0
108,Clc1cc(C(=O)NC2CCN(CC2OC)CCCOc2ccc(F)cc2)c(OC)cc1N,Cisapride ,,,,,,,,LiuZ_PLOS_SIDER,1,0,0,LiuZ_Pfizer,,,,0,Ekins,I ,0,Rodgers,,,,1/5,Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Negative,0,69.061996,0,0,3,4,5,0,12,0,61,2,7,32,24,104.09672,1.7065035,0,0,23,1,1,29,0,3,4,0,0,1.3888505,-2.8010058,-0.63647282,0.57245696,2.7539446,-2.9248333,-0.47990796,0.69910288,2.6587789,-2.5399592,-0.38618922,0.79053408,3.0040827,42.012005,9,0.2647059,12,63,1,34,4,10,0.29411766,50,0,23.087212,19.030857,14.361443,15.681434,15.405417,10.861107,6.3758979,7.9158163,2,2,0.77685863,19,0,-0.85420769,-0.38783872,0.0013361634,2.8249016,-1.3343054,-0.2834931,0.16445385,2.8148463,-0.52228552,-0.2078311,0.16902857,3.0651457,26.602076,13.185255,7.7586207,22.268196,10.970617,6.4279661,7.6342449,7,3,1,0,3.4449999,-4.7691698,12.320443,1,1,18,0,3,11,2,5.5609999,-5.5630002,2.7488451,-2.7488451,0.092717752,0.13695724,138.9257,114.89368,26.258871,8.6190128,0,12.949531,0,90.932053,29.581947,0,0,11.908636,13.566921,14.299279,0.88586211,0.34699386,0.086104713,0.11413791,0.65300614,0.028033193,409.21127,160.28883,39.774834,52.724365,301.64679,12.949531,0.47368422,0.89999998,5.5609999,-5.5630002,0.097824134,0.1617832,0.61196488,0.3093206,0.060324855,0.38803512,0.69067943,0.32771024,282.68839,142.8862,27.866199,179.24724,319.04944,151.38104,10,0,3,0.097824134,0.1617832,0.625,3.3580999,72.907715,8.3830976,30.571524,76.244995,27.047791,70.767738,3.5006065,105.85911,37.736813,67.352364,12.20366,34.862103,40.084202,27.131769,27.623655,2.7567475,176.4931,81.503777,109.91638,86.050003,0.35236704,6.0874629,4.0002151,9.6656494,461.93564,599.7912,21.07819,0,0,23.425066,376.7562,12.949531,44.503254,465.953,3560,49,160,0.53939748,0.67309403,0.2,3,2,0
109,Clc1cc(C(=O)NCCN(CC)CC)c(OC)cc1N,Metoclopramide,,,1,Fourches,,,,LiuZ_PLOS_SIDER,1,0,1,LiuZ_Pfizer,,,,1,Ekins,I ,0,Rodgers,,,,3/5,Fourches  LiuZ_SIDER  LiuZ_Pfizer  Ekins  Rodgers,Positive,1,46.393448,1,0,0,1,3,0,6,0,42,2,5,20,14,68.311981,1.6264757,0,0,14,1,0,22,0,3,2,0,0,2.4265146,-2.6817372,-0.27490166,0.25799096,2.5747447,-2.7911084,-0.18355027,0.43694052,2.5199735,-2.3993266,-0.058218982,0.44114336,2.8486657,29.324554,7,0.34999999,6,42,1,20,7,8,0.40000001,35,0,15.120955,12.958081,9.4831276,10.129392,9.527606,7.0432692,3.8189142,4.5472069,0,0,0.74770886,11,0,-0.85718888,-0.34831005,-0.024181953,2.5015702,-1.3343023,-0.25694439,0.12048326,2.5272772,-0.52160752,-0.10801258,0.11414585,2.7617102,18.049999,9.1065092,5.3789062,15.4806,7.7431908,4.5448775,5.9934621,5,3,1,0,1.71,-2.58887,8.1584721,1,1,6,1,1,7,0,3.849,-3.8499999,1.8008858,-1.8008858,0.14138925,0.19473369,117.79726,36.513737,17.238026,8.6190128,0,12.949531,0,50.894459,67.077301,0,0,0,13.566921,9.2917662,0.89277309,0.42171368,0.06844984,0.10722692,0.57828629,0.038777087,298.1398,140.83044,22.858686,35.80822,193.11757,12.949531,0.45454547,0.83333331,3.849,-3.8499999,0.14133541,0.23376623,0.58247328,0.23042642,0.06844984,0.41752669,0.76957357,0.34907687,194.51581,76.950439,22.858686,139.43222,256.99756,116.57352,6,0,1,0.14133541,0.23376623,1,2.0023999,61.907825,8.3830976,0,73.758316,27.047791,35.383869,3.5006065,35.286369,0,113.80085,8.2537603,23.862217,14.124202,18.01075,11.929609,2.7567475,68.183556,79.017097,141.18454,67.589996,0.4689956,5.321928,3.288985,8.3326426,333.94803,400.96088,16.070677,0,0,23.425066,258.75864,12.949531,39.495743,299.802,902,29,92,0.13682553,0.041809313,0.0,0,0,1
110,Clc1cc(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)NC3CCCCC3)cc2)c(OC)cc1,Glyburide,1,Zhu LD,1,Fourches,1,1,LiuR_2015,LiuZ_PLOS_SIDER,3,1,,,moderate hepatotoxic,1,LiuZ_OBrien,,,I ,0,Rodgers,,,,5/6,Zhu  Fourches  LiuR  LiuZ_SIDER  LiuZ_OBrien  Rodgers,Positive,1,71.540207,0,0,3,5,5,0,12,0,61,3,8,33,22,106.76259,1.7502064,0,0,23,1,0,28,0,3,5,0,1,1.3389518,-2.8065374,-0.62590206,0.59882605,2.7123089,-2.7951713,-0.53807992,0.7126022,2.8320704,-2.5291383,-0.42762235,0.78269184,2.9867754,43.317795,8,0.22857143,12,63,2,35,4,11,0.31428573,49,0,23.846724,19.96843,14.068549,15.518297,15.780025,12.683991,7.4794512,9.1573982,0,0,0.80306673,19,0,-0.91882569,-0.42632425,0.064852886,2.678035,-1.1809708,-0.35167611,0.16445385,2.7148163,-0.52668738,-0.20723963,0.1867782,2.9380269,27.585306,13.347222,8.5612364,23.425711,11.273905,7.2031708,8.0030079,8,3,1,0,4.1360002,-5.8825898,12.977388,0,1,18,1,3,9,1,6.4359999,-6.4369998,2.7494471,-2.7494471,0.11513105,0.17967504,131.20033,61.939934,17.440542,17.238026,10.105608,12.949531,4.1846013,124.74948,55.685886,0,2.5295215,0,13.566921,16.34446,0.8778652,0.45492718,0.063922107,0.12213478,0.54507285,0.058212679,410.78372,212.87627,29.911381,57.151119,255.05856,27.23974,0.47368422,0.89999998,6.4359999,-6.4369998,0.22482909,0.12334938,0.63211524,0.39795464,0.13774872,0.36788476,0.60204536,0.23013602,295.78876,186.21684,64.457428,172.14609,281.71799,107.68867,10,0,3,0.22482909,0.12334938,1,3.64167,63.426388,58.260429,10.622711,18.439579,30.233366,55.803009,3.5006065,123.50229,94.342026,68.254288,12.62094,95.896118,10.999887,53.977234,19.097153,0,236.71272,28.528318,81.173256,113.6,0.3442024,6.129283,4.0739555,9.7481441,467.93484,615.15686,61.654121,0,0,19.440359,319.3298,40.495682,81.094482,494.01199,3998,49,166,0.69182652,0.5284524,1.0,3,4,1
111,Clc1cc(C(=O)NC[C@H]2OCCN(C2)Cc2ccc(F)cc2)c(OCC)cc1N,Mosapride,1,Zhu LD,,,,,,,,,,,,,,,,,,,,,,1/1,Zhu,Positive,1,62.072826,0,0,3,4,4,0,12,0,54,2,6,29,22,92.919083,1.7207237,0,0,21,1,1,25,0,3,3,0,0,1.4318781,-2.7384975,-0.60282058,0.56285685,2.6804268,-2.8623068,-0.46531773,0.77761328,2.5919881,-2.4745884,-0.38414288,0.76219541,2.9320037,35.723175,7,0.22580644,12,56,1,31,4,8,0.25806451,43,0,20.802753,17.045259,12.784093,14.104083,13.956729,9.9213657,6.1032243,7.6978378,1,0,0.7809037,16,0,-0.8448177,-0.41861764,0.028437601,2.702565,-1.3343074,-0.26906344,0.16819446,2.7187083,-0.51561075,-0.19162914,0.17746861,2.9546993,23.658689,11.571428,7,19.422432,9.4287395,5.6724544,6.3147955,6,3,1,0,2.997,-4.6160202,11.19822,1,1,18,1,3,9,0,5.3429999,-5.3439999,2.4900565,-2.4900565,0.10227264,0.1495112,97.857323,105.44434,26.258871,8.6190128,0,12.949531,0,69.97583,54.091755,0,0,11.908636,13.566921,11.795523,0.87824357,0.39115462,0.0903612,0.12175646,0.60884535,0.031395257,362.24713,161.33867,37.27108,50.220612,251.12907,12.949531,0.5,1,5.3429999,-5.3439999,0.10181546,0.16841318,0.63210255,0.34570217,0.061489519,0.36789745,0.65429783,0.30640793,260.72192,142.59099,25.362444,151.74583,269.87677,126.38338,8,0,3,0.10181546,0.16841318,1,3.3571999,61.907825,8.3830976,26.589556,97.171249,30.233366,0,3.5006065,105.85911,0,113.87453,11.09886,34.862103,29.084314,27.131769,21.583834,2.7567475,157.19588,102.43004,72.474655,76.82,0.3796615,5.9541965,3.7902286,9.3998089,412.46774,540.27148,18.574432,0,0,23.425066,332.63922,12.949531,41.9995,421.89999,2588,43,146,0.045425843,0.48864847,0.3,2,0,1
112,Clc1cc(Cl)c2c(nccc2)c1O,Chloroxine,0,Zhu LD,,,,,,,,,,,,,,,,,,,,,,0/1,Zhu,Negative,0,25.435965,0,0,1,1,2,0,10,0,18,1,3,13,11,32.919685,1.8288714,0,0,9,2,0,5,0,1,1,0,0,2.1321476,-2.1575394,-0.72548842,0.73546636,2.1760032,-1.9719386,-0.54456633,0.96867639,2.420563,-1.8217928,-0.48412597,1.0350711,2.5180335,7.6260352,0,0,11,19,0,14,1,0,0,8,0,9.4222851,7.9716153,4.809401,5.7151785,6.1983771,4.3719978,2.532692,3.5580783,0,0,0.92165756,6,0,-0.74646395,-0.43429145,0.13226753,2.1241241,-0.76197559,-0.23837338,0.36958626,2.3507311,-0.4248758,-0.18829902,0.44426286,2.4603839,9.5510206,3.6300001,1.6460905,8.5889359,3.2332149,1.454307,2.1361444,2,1,1,0,3.0150001,-3.08005,5.3021483,0,1,11,1,2,0,0,1.956,-1.956,0.88679528,-0.88679528,0.2452126,0.40199724,18.954454,26.101036,15.158071,0,10.324173,0,0,36.764713,59.163895,0,0,0,5.6825762,7.7675405,0.8678593,0.60794175,0.074757569,0.13214071,0.39205828,0.057383146,156.14217,109.37872,13.450116,23.774288,70.537735,10.324173,0.5,1,1.956,-1.956,0.23006135,0.31697342,0.83062226,0.60794175,0.074757569,0.16937773,0.39205828,0.094620161,149.44261,109.37872,13.450116,30.473841,70.537735,17.023724,3,0,2,0.23006135,0.31697342,1,3.2472,25.385227,16.78553,0,0,0,0,7.0012131,74.861008,0,83.540718,5.3427801,0,42.170757,0,12.244641,4.7171016,70.143913,0,78.297287,33.119999,0.64772749,4.8073549,2.3080299,7.1322675,179.91646,232.2457,5.6825762,0,0,0,153.29498,0,19.249496,214.05099,218,21,68,0.17101827,0.018344808,0.0,4,0,0
113,Clc1cc(Cl)cc(Sc2cc(Cl)cc(Cl)c2O)c1O,Bithionol,,,,,,,,,,,1,LiuZ_Pfizer,,,,1,Ekins,,,,,,,2/2,LiuZ_Pfizer  Ekins,Positive,1,38.344757,0,0,2,2,2,0,12,0,25,2,4,19,17,47.567081,1.9026831,0,0,12,4,0,6,0,0,2,0,1,1.994749,-2.2040968,-0.73865932,0.74679703,2.219625,-1.964038,-0.44226256,1.0316269,2.5102761,-1.8651258,-0.40607965,1.0803655,2.5775411,10.519242,2,0.1,12,26,0,20,2,2,0.1,14,0,14.154336,12.964147,6.309401,7.4472294,8.8799181,7.2491465,3.309401,4.5993195,0,0,1.0258175,8,0,-0.75208479,-0.4416537,0.056537461,2.2031472,-0.76237518,-0.15407778,0.45283711,2.4843132,-0.43176755,-0.10985252,0.4318462,2.55071,15.39,6.1854935,3.5555556,17.395367,7.040071,4.0685573,6.4455061,2,2,1,1,6.0440001,-6.4433999,8.0817537,0,1,12,1,2,2,1,2.576,-2.575,1.2262418,-1.2262418,0.17730437,0.29137126,17.408695,26.101036,16.917038,0,20.648346,0,0,49.019615,138.08841,0,0,0,0,15.535081,0.87246704,0.71424073,0.054755315,0.12753296,0.2857593,0.072777651,247.53479,202.6431,15.535081,36.183426,81.075119,20.648346,0.5,1,2.576,-2.575,0.17468944,0.20660195,0.8028183,0.71424073,0.12440406,0.19718172,0.2857593,0.072777651,227.77417,202.6431,35.2957,55.944042,81.075119,20.648346,4,0,2,0.17468944,0.20660195,1,5.8625998,50.770454,0,0,0,0,3.1014678,14.002426,70.572739,0,199.30098,8.0377598,0,50.770454,3.1014678,24.489283,0,70.572739,0,188.81412,40.459999,0.5023343,5.321928,2.9334605,8.216568,283.71823,347.09488,0,0,0,0,244.68761,0,27.133842,356.056,688,30,98,0.17282718,0.003721277,0.8,0,0,1
